Test Case,Input,Maximum Subarray Sum,Branch_Coverage,Statement_Coverage,Function_Coverage,Execution_Time,Adequacy_Score,Adequacy_Label
464,"[-85, -43, -73, -65, -54, -75, -15, -17, -74, -31]",-15,94.11764706,52.38095238,50.00%,0.001152277,34.587699898299995,mid
465,"[-24, -81, -74, -94]",-24,93.33333333,47.61904762,50.00%,0.001000643,33.0022808877,low
466,"[-68, -92, -44, -4, -91, -66, -90, -77, -14]",-4,94.11764706,52.38095238,50.00%,0.00151968,34.587663158,mid
467,"[-37, -47, -19, -53, -4, -6, -11, -15, -76]",-4,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
468,"[-92, -90, -11, -21, -32]",-11,94.11764706,52.38095238,50.00%,0.002001286,34.5876149974,low
469,"[-6, -94, -98]",-6,93.33333333,47.61904762,50.00%,1e-09,33.002380951899994,low
470,[-38],-38,87.5,19.04761905,50.00%,0.000999689,23.2641857461,low
471,"[-67, -21, -44, -29, -4, -2]",-2,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
472,"[-16, -55]",-16,93.33333333,47.61904762,50.00%,1e-09,33.002380951899994,low
473,"[-11, -73, -73, -5, -29, -16, -87, -68]",-5,94.11764706,52.38095238,50.00%,0.000996113,34.587715514699994,mid
474,"[-76, -27, -79, -87, -23, -5, -90, -82, -46]",-5,94.11764706,52.38095238,50.00%,0.000999212,34.5877152048,mid
475,"[-69, -35, -62, -68, -97, -98, -28, -44, -41, -2]",-2,94.11764706,52.38095238,50.00%,0.000998735,34.5877152525,mid
476,"[-63, -64, -54, -52, -78, -65]",-52,94.11764706,52.38095238,50.00%,0.000999212,34.5877152048,mid
477,"[-47, -27, -93, -12, -45]",-12,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
478,"[-86, -11, -21, -89]",-11,94.11764706,52.38095238,50.00%,0.001000404,34.5877150856,mid
479,"[-7, -5, -44, -68, -4, -56, -79, -70, -64]",-4,94.11764706,52.38095238,50.00%,0.000884771,34.587726648899995,mid
480,[-71],-71,87.5,19.04761905,50.00%,0.000406265,23.2642450885,low
481,"[-68, -37, -48, -32, -39, -27, -90, -70]",-27,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
482,"[-83, -73, -19, -9]",-9,93.75,52.38095238,50.00%,1e-09,34.514285713899994,low
483,"[-12, -99, -4, -76, -86, -54, -30]",-4,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
484,"[-18, -91, -35, -26, -15, -98, -41, -15]",-15,94.11764706,52.38095238,50.00%,0.001631737,34.58765195229999,mid
485,"[-71, -58, -76, -66, -3, -37, -9, -83, -9, -91]",-3,94.11764706,52.38095238,50.00%,0.000999928,34.58771513319999,mid
486,"[-56, -52, -20, -4, -47]",-4,94.11764706,52.38095238,50.00%,0.000997543,34.58771537169999,mid
487,"[-73, -79, -78]",-73,93.33333333,47.61904762,50.00%,0.001006603,33.0022802917,low
488,"[-87, -11, -96, -77, -87, -68]",-11,94.11764706,52.38095238,50.00%,0.001101732,34.5877049528,mid
489,"[-35, -2, -99, -45, -20, -83, -3, -54, -50]",-2,94.11764706,52.38095238,50.00%,0.001002073,34.587714918699994,mid
490,"[-11, -63, -90, -16]",-11,93.33333333,47.61904762,50.00%,0.000873327,33.0022936193,low
491,"[-10, -60, -76, -52]",-10,93.33333333,47.61904762,50.00%,0.001000643,33.0022808877,low
492,"[-32, -80, -92, -51]",-32,93.33333333,47.61904762,50.00%,1e-09,33.002380951899994,low
493,[-87],-87,87.5,19.04761905,50.00%,0.001013756,23.2641843394,low
494,"[-46, -90, -4, -23]",-4,94.11764706,52.38095238,50.00%,0.000999451,34.5877151809,mid
495,"[-23, -37, -42, -93, -3, -12, -39, -82, -13]",-3,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
496,"[-90, -8]",-8,93.75,52.38095238,50.00%,0.001000166,34.514185697399995,low
497,"[-64, -99, -61]",-61,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
498,"[-19, -49]",-19,93.33333333,47.61904762,50.00%,1e-09,33.002380951899994,low
499,"[-73, -69, -63, -55, -78, -11, -100]",-11,94.11764706,52.38095238,50.00%,0.001052856,34.587709840399995,mid
500,"[-18, -72]",-18,93.33333333,47.61904762,50.00%,0.001003981,33.00228055389999,low
501,"[27, 81, 92, 59]",259,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
502,"[61, 9, 72, 25]",167,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
503,"[85, 63, 96, 90, 66]",400,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
504,"[23, 19, 84, 2]",128,94.44444444,57.14285714,100.00%,0.001000166,36.1316460134,mid
505,"[95, 21, 55, 42]",213,94.44444444,57.14285714,100.00%,0.001440287,36.1316020013,mid
506,"[63, 5, 12, 84, 20, 26, 85, 37]",332,94.44444444,57.14285714,100.00%,0.002000093,36.13154602069999,mid
507,"[96, 97, 96, 97, 91, 53, 5, 86]",621,94.44444444,57.14285714,100.00%,0.001002312,36.1316457988,mid
508,"[57, 96, 27, 90, 90]",360,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
509,"[13, 64, 25, 72, 1, 27, 17]",219,94.44444444,57.14285714,100.00%,0.001013756,36.13164465439999,mid
510,"[45, 11, 38, 80, 51, 28, 11, 93, 6]",363,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
511,"[3, 85, 93, 13, 3, 64, 87, 7, 91, 98]",544,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
512,"[74, 5, 85]",164,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
513,"[37, 80, 53, 2, 89]",261,94.44444444,57.14285714,100.00%,0.000999689,36.13164606109999,mid
514,[46],46,87.5,19.04761905,50.00%,0.001049042,23.2641808108,low
515,[59],59,87.5,19.04761905,50.00%,0.000960588,23.2641896562,low
516,"[66, 69, 76, 2, 14, 77, 63, 22, 19]",408,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
517,"[2, 76, 98, 16]",192,94.44444444,57.14285714,100.00%,0.001001596,36.13164587039999,mid
518,"[2, 55]",57,94.44444444,57.14285714,100.00%,0.000994921,36.1316465379,high
519,"[34, 5, 72, 1, 70, 71, 97]",350,94.44444444,57.14285714,100.00%,0.00100708,36.131645322,mid
520,"[3, 92]",95,94.44444444,57.14285714,100.00%,0.000999689,36.13164606109999,mid
521,"[39, 32, 88, 56, 41]",256,94.44444444,57.14285714,100.00%,0.001001835,36.13164584649999,mid
522,"[53, 42]",95,94.44444444,57.14285714,100.00%,0.000999451,36.1316460849,mid
523,"[5, 56, 59, 54, 5]",179,94.44444444,57.14285714,100.00%,0.000574589,36.13168857109999,high
524,"[46, 34, 30, 10, 68, 55, 45, 67]",355,94.44444444,57.14285714,100.00%,0.001000643,36.1316459657,mid
525,"[90, 92, 45, 13, 65]",305,94.44444444,57.14285714,100.00%,0.000999451,36.1316460849,mid
526,"[68, 53]",121,94.44444444,57.14285714,100.00%,0.002000332,36.13154599679999,mid
527,"[3, 82, 10, 69, 20, 68, 99, 76, 68]",495,94.44444444,57.14285714,100.00%,0.001002312,36.1316457988,mid
528,"[47, 49, 89, 61, 40, 29, 31, 96, 38]",480,94.44444444,57.14285714,100.00%,0.001000404,36.1316459896,mid
529,"[75, 60, 55, 87, 57, 69, 49, 9, 95]",556,94.44444444,57.14285714,100.00%,0.000998259,36.1316462041,high
530,"[42, 22, 70, 92, 59, 47]",332,94.44444444,57.14285714,100.00%,0.000622511,36.1316837789,high
531,"[87, 23, 61, 26, 34, 93, 68, 21, 47, 44]",504,94.44444444,57.14285714,100.00%,0.000906229,36.1316554071,high
532,"[99, 34, 67, 58, 53]",311,94.44444444,57.14285714,100.00%,0.001103878,36.1316356422,mid
533,[13],13,87.5,19.04761905,50.00%,1e-09,23.2642857149,low
534,"[75, 29, 49, 60, 46, 28, 29, 94, 79]",489,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
535,"[12, 73, 6, 6]",97,94.44444444,57.14285714,100.00%,0.000999212,36.1316461088,mid
536,"[63, 60, 3]",126,94.44444444,57.14285714,100.00%,0.000999689,36.13164606109999,mid
537,[93],93,87.5,19.04761905,50.00%,0.000998974,23.2641858176,low
538,[67],67,87.5,19.04761905,50.00%,0.001013517,23.2641843633,low
539,"[46, 38, 11, 98]",193,94.44444444,57.14285714,100.00%,0.000788689,36.1316671611,high
540,"[37, 45, 46, 38, 1, 71, 93, 57, 65]",453,94.44444444,57.14285714,100.00%,0.000999928,36.13164603719999,mid
541,"[22, 35, 98, 53, 73, 47, 70, 54]",452,94.44444444,57.14285714,100.00%,0.000999689,36.13164606109999,mid
542,"[61, 81]",142,94.44444444,57.14285714,100.00%,0.000999212,36.1316461088,mid
543,"[37, 25, 7, 48]",117,94.44444444,57.14285714,100.00%,0.001000643,36.1316459657,mid
544,"[29, 92]",121,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
545,"[57, 33, 20, 66]",176,94.44444444,57.14285714,100.00%,0.002001047,36.1315459253,mid
546,"[94, 99]",193,94.44444444,57.14285714,100.00%,0.001001358,36.1316458942,mid
547,"[57, 91, 58, 70, 100]",376,94.44444444,57.14285714,100.00%,0.000999928,36.13164603719999,mid
548,"[87, 54]",141,94.44444444,57.14285714,100.00%,0.002009153,36.1315451147,mid
549,"[6, 72, 12, 71, 29, 90, 94, 59]",433,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
550,"[11, 92, 90, 84, 13]",290,94.44444444,57.14285714,100.00%,0.001002073,36.1316458227,mid
551,"[70, 22, 58, 4, 34, 12, 46, 32, 64]",342,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
552,"[53, 10]",63,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
553,"[80, 61, 79, 28, 21, 11, 99, 79, 80]",538,94.44444444,57.14285714,100.00%,0.000999451,36.1316460849,mid
554,"[51, 88, 81, 15, 67, 53, 68]",423,94.44444444,57.14285714,100.00%,0.000999212,36.1316461088,mid
555,"[45, 4, 57, 18, 72, 30, 58, 40]",324,94.44444444,57.14285714,100.00%,0.000999451,36.1316460849,mid
556,"[65, 42, 75]",182,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
557,[58],58,87.5,19.04761905,50.00%,0.001003027,23.2641854123,low
558,[92],92,87.5,19.04761905,50.00%,1e-09,23.2642857149,low
559,"[97, 76, 72, 84, 38, 83, 88, 26, 50]",614,94.44444444,57.14285714,100.00%,0.002001286,36.1315459014,mid
560,"[23, 81, 93, 94, 70, 20]",381,94.44444444,57.14285714,100.00%,0.001000166,36.1316460134,mid
561,"[9, 3, 83, 84, 60, 10, 89, 32, 92]",462,94.44444444,57.14285714,100.00%,0.00099659,36.131646371,high
562,"[63, 28, 78, 3, 67, 19, 66, 25, 97]",446,94.44444444,57.14285714,100.00%,0.000999451,36.1316460849,mid
563,"[58, 35, 15, 39, 93]",240,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
564,"[76, 38, 58, 69, 32, 96, 29, 35, 4, 62]",499,94.44444444,57.14285714,100.00%,0.001063824,36.1316396476,mid
565,"[100, 38, 81, 76, 14, 91, 73]",473,94.44444444,57.14285714,100.00%,0.000999928,36.13164603719999,mid
566,"[55, 58, 23, 71]",207,94.44444444,57.14285714,100.00%,0.001000166,36.1316460134,mid
567,"[37, 83, 100, 81, 63, 52, 74]",490,94.44444444,57.14285714,100.00%,0.000903368,36.1316556932,high
568,"[89, 95, 46, 20, 80, 82, 24]",436,94.44444444,57.14285714,100.00%,0.002000809,36.1315459491,mid
569,"[90, 1, 60, 97, 29, 92, 86, 49, 61, 77]",642,94.44444444,57.14285714,100.00%,0.001002073,36.1316458227,mid
570,"[8, 91, 64, 89, 34, 92, 9, 48]",435,94.44444444,57.14285714,100.00%,0.000999689,36.13164606109999,mid
571,"[26, 21, 89, 61, 42, 45, 76, 52]",412,94.44444444,57.14285714,100.00%,0.000999689,36.13164606109999,mid
572,[4],4,87.5,19.04761905,50.00%,1e-09,23.2642857149,low
573,"[79, 37, 50, 5, 21, 36, 31, 100, 70]",429,94.44444444,57.14285714,100.00%,0.001000166,36.1316460134,mid
574,"[22, 89, 42, 56, 79, 70, 69, 14]",441,94.44444444,57.14285714,100.00%,0.001000166,36.1316460134,mid
575,"[11, 71, 32, 23, 25, 36, 64]",262,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
576,"[35, 72, 26, 43, 88]",264,94.44444444,57.14285714,100.00%,0.000999928,36.13164603719999,mid
577,"[20, 100]",120,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
578,[90],90,87.5,19.04761905,50.00%,1e-09,23.2642857149,low
579,"[10, 92, 84, 98, 73, 31]",388,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
580,"[34, 29, 90, 61, 98, 94, 96]",502,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
581,"[86, 98, 40, 73, 48, 33, 53, 41]",472,94.44444444,57.14285714,100.00%,0.001003742,36.13164565579999,mid
582,"[7, 66, 92, 30, 28, 83, 20, 34, 6, 79]",445,94.44444444,57.14285714,100.00%,0.000995159,36.1316465141,high
583,"[46, 67, 68, 37, 76]",294,94.44444444,57.14285714,100.00%,0.001000166,36.1316460134,mid
584,"[73, 64, 64, 58]",259,94.44444444,57.14285714,100.00%,0.00189352,36.131556678,mid
585,"[83, 85, 90, 47, 32, 90, 63, 29, 13]",532,94.44444444,57.14285714,100.00%,0.001001358,36.1316458942,mid
586,"[81, 2, 31]",114,94.44444444,57.14285714,100.00%,0.000995159,36.1316465141,high
587,"[36, 99, 79, 44, 40, 31]",329,94.44444444,57.14285714,100.00%,0.001950502,36.1315509798,mid
588,"[40, 14, 27, 59, 100, 71, 65, 98]",474,94.44444444,57.14285714,100.00%,0.000999689,36.13164606109999,mid
589,"[71, 59, 45, 57, 48, 24, 40]",344,94.44444444,57.14285714,100.00%,0.000874043,36.1316586257,high
590,"[9, 36]",45,94.44444444,57.14285714,100.00%,0.000570059,36.1316890241,high
591,"[47, 31, 72, 60, 39]",249,94.44444444,57.14285714,100.00%,0.001097202,36.1316363098,mid
592,"[86, 70, 69, 54, 29, 23, 79, 44, 52, 86]",592,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
593,"[74, 13]",87,94.44444444,57.14285714,100.00%,0.00101018,36.13164501199999,mid
594,"[8, 82, 17, 67, 94, 97, 45, 39, 9]",458,94.44444444,57.14285714,100.00%,0.000999451,36.1316460849,mid
595,"[81, 94, 15, 50, 22, 8]",270,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
596,"[26, 76, 28, 70, 23, 62, 16, 4, 6]",311,94.44444444,57.14285714,100.00%,0.000999451,36.1316460849,mid
597,"[65, 45, 83]",193,94.44444444,57.14285714,100.00%,0.001000166,36.1316460134,mid
598,"[96, 32, 88, 88, 94, 90, 38, 57, 68]",651,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
599,"[66, 33, 90, 60, 14, 43, 51]",357,94.44444444,57.14285714,100.00%,0.000999212,36.1316461088,mid
600,"[57, 88, 10]",155,94.44444444,57.14285714,100.00%,0.001000166,36.1316460134,mid
601,"[32, 9, 7, 84, 91, 89, 94, 85, 8]",499,94.44444444,57.14285714,100.00%,0.001007318,36.13164529819999,mid
602,"[57, 14, 11]",82,94.44444444,57.14285714,100.00%,0.001183987,36.13162763129999,mid
603,"[17, 44, 52, 70, 35, 8, 7, 93, 1]",327,94.44444444,57.14285714,100.00%,0.000998259,36.1316462041,high
604,"[47, 68, 69, 68, 85, 65, 52, 60]",514,94.44444444,57.14285714,100.00%,0.00100112,36.131645918,mid
605,[77],77,87.5,19.04761905,50.00%,0.00200057,23.264085658,low
606,"[22, 73, 49, 61, 77, 14, 78, 86, 4]",464,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
607,"[63, 87, 98]",248,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
608,"[42, 16, 49, 58]",165,94.44444444,57.14285714,100.00%,0.000999451,36.1316460849,mid
609,"[90, 17, 67, 57, 3, 18, 49, 68]",369,94.44444444,57.14285714,100.00%,0.001003027,36.1316457273,mid
610,"[39, 55, 55, 40, 44, 89, 71]",393,94.44444444,57.14285714,100.00%,0.000999451,36.1316460849,mid
611,"[49, 12, 75, 27, 25, 20, 18, 63]",289,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
612,"[4, 31, 56, 63]",154,94.44444444,57.14285714,100.00%,0.001000404,36.1316459896,mid
613,"[32, 41, 58, 26, 35]",192,94.44444444,57.14285714,100.00%,0.001000166,36.1316460134,mid
614,[72],72,87.5,19.04761905,50.00%,0.001001596,23.2641855554,low
615,"[72, 17]",89,94.44444444,57.14285714,100.00%,0.001000404,36.1316459896,mid
616,"[81, 23, 63, 48]",215,94.44444444,57.14285714,100.00%,0.000998259,36.1316462041,high
617,"[52, 58, 33, 8, 3, 21, 40]",215,94.44444444,57.14285714,100.00%,0.000998974,36.1316461326,mid
618,"[51, 33, 72, 24]",180,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
619,"[64, 84]",148,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
620,"[80, 62, 92, 8, 74, 83]",399,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
621,"[56, 53, 10, 82, 75, 41]",317,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
622,"[27, 46, 14, 74]",161,94.44444444,57.14285714,100.00%,0.000999928,36.13164603719999,mid
623,"[71, 24, 49, 33, 23, 50, 19, 87]",356,94.44444444,57.14285714,100.00%,0.000999212,36.1316461088,mid
624,[19],19,87.5,19.04761905,50.00%,1e-09,23.2642857149,low
625,"[18, 70]",88,94.44444444,57.14285714,100.00%,0.000999212,36.1316461088,mid
626,"[64, 78, 37, 82, 62, 70, 86, 51]",530,94.44444444,57.14285714,100.00%,0.000999451,36.1316460849,mid
627,"[2, 31, 50, 20, 15, 78, 67, 73, 30]",366,94.44444444,57.14285714,100.00%,0.000999689,36.13164606109999,mid
628,"[27, 92, 79]",198,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
629,"[37, 56]",93,94.44444444,57.14285714,100.00%,0.000304937,36.13171553629999,high
630,"[11, 4, 37, 89, 35]",176,94.44444444,57.14285714,100.00%,0.001000166,36.1316460134,mid
631,"[91, 82, 92, 92, 59, 92, 92, 50, 100]",750,94.44444444,57.14285714,100.00%,0.000994921,36.1316465379,high
632,"[93, 3, 85, 24]",205,94.44444444,57.14285714,100.00%,0.001000166,36.1316460134,mid
633,"[53, 36]",89,94.44444444,57.14285714,100.00%,0.000998735,36.1316461565,high
634,"[88, 13]",101,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
635,"[6, 47, 65, 37, 91, 58, 2]",306,94.44444444,57.14285714,100.00%,0.001115322,36.13163449779999,mid
636,"[48, 10, 4, 45, 15, 8]",130,94.44444444,57.14285714,100.00%,0.000998735,36.1316461565,high
637,"[41, 48, 9, 97, 63, 61, 33]",352,94.44444444,57.14285714,100.00%,0.002009153,36.1315451147,mid
638,"[30, 79, 65, 81, 46, 74, 16, 99]",490,94.44444444,57.14285714,100.00%,0.000996351,36.1316463949,high
639,"[4, 4, 48, 21, 10, 4, 25]",116,94.44444444,57.14285714,100.00%,0.000999689,36.13164606109999,mid
640,"[30, 100, 25, 29, 82, 1, 45, 42, 58, 61]",473,94.44444444,57.14285714,100.00%,0.001003265,36.1316457035,mid
641,"[80, 52, 54, 43, 39, 74, 44, 18, 76]",480,94.44444444,57.14285714,100.00%,0.001019239,36.1316441061,mid
642,"[2, 17, 89, 94, 8, 84]",294,94.44444444,57.14285714,100.00%,0.001571894,36.1315888406,mid
643,"[99, 29, 31]",159,94.44444444,57.14285714,100.00%,0.001495838,36.13159644619999,mid
644,"[33, 80, 89, 9, 48, 88, 65]",412,94.44444444,57.14285714,100.00%,0.000998497,36.1316461803,high
645,[27],27,87.5,19.04761905,50.00%,0.001000166,23.2641856984,low
646,"[85, 8, 21]",114,94.44444444,57.14285714,100.00%,0.000999212,36.1316461088,mid
647,[65],65,87.5,19.04761905,50.00%,0.000975847,23.2641881303,low
648,"[29, 60, 86, 14, 99, 14]",302,94.44444444,57.14285714,100.00%,0.001000643,36.1316459657,mid
649,"[49, 44, 28]",121,94.44444444,57.14285714,100.00%,0.001024723,36.1316435577,mid
650,"[10, 18, 7, 94, 57]",186,94.44444444,57.14285714,100.00%,0.001123428,36.1316336872,mid
651,"[2, 86, 66, 29, 65, 38]",286,94.44444444,57.14285714,100.00%,0.000999689,36.13164606109999,mid
652,[28],28,87.5,19.04761905,50.00%,0.001122236,23.2641734914,low
653,[79],79,87.5,19.04761905,50.00%,0.002000809,23.2640856341,low
654,"[35, 64, 84, 44, 66, 84, 78]",455,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
655,"[53, 99, 87, 93, 98]",430,94.44444444,57.14285714,100.00%,0.000660658,36.1316799642,high
656,"[61, 7, 70, 46, 70, 80]",334,94.44444444,57.14285714,100.00%,0.000586987,36.13168733129999,high
657,"[31, 16, 9, 12]",68,94.44444444,57.14285714,100.00%,0.001000404,36.1316459896,mid
658,"[9, 84, 62, 83, 25, 54]",317,94.44444444,57.14285714,100.00%,0.001004934,36.1316455366,mid
659,"[59, 42, 8, 19, 66, 2, 49, 95]",340,94.44444444,57.14285714,100.00%,0.000997543,36.13164627569999,high
660,[4],4,87.5,19.04761905,50.00%,0.001003265,23.2641853885,low
661,"[64, 44, 33]",141,94.44444444,57.14285714,100.00%,0.002001286,36.1315459014,mid
662,"[94, 49, 6, 67, 42, 80, 28]",366,94.44444444,57.14285714,100.00%,0.002000093,36.13154602069999,mid
663,"[86, 70, 79]",235,94.44444444,57.14285714,100.00%,0.001028538,36.1316431762,mid
664,"[99, 26, 62]",187,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
665,"[90, 71, 73, 90, 73, 81, 69, 72, 50, 87]",756,94.44444444,57.14285714,100.00%,0.000999451,36.1316460849,mid
666,"[57, 96, 68, 53, 73, 61, 65, 97, 10, 8]",588,94.44444444,57.14285714,100.00%,0.001057625,36.1316402675,mid
667,"[41, 27, 53, 22, 23]",166,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
668,"[57, 82, 56, 73]",268,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
669,"[57, 70, 91, 59, 33, 10, 58, 79]",457,94.44444444,57.14285714,100.00%,0.000998259,36.1316462041,high
670,"[9, 90]",99,94.44444444,57.14285714,100.00%,0.000999689,36.13164606109999,mid
671,"[97, 85]",182,94.44444444,57.14285714,100.00%,0.000998974,36.1316461326,mid
672,"[76, 69, 3, 61, 38, 83, 5, 15, 76]",426,94.44444444,57.14285714,100.00%,0.001000881,36.1316459419,mid
673,"[16, 16, 84, 75, 26]",217,94.44444444,57.14285714,100.00%,0.001002312,36.1316457988,mid
674,[98],98,87.5,19.04761905,50.00%,0.000998735,23.2641858415,low
675,"[56, 83, 11, 23]",173,94.44444444,57.14285714,100.00%,0.001002073,36.1316458227,mid
676,"[42, 24, 33, 92, 7, 38]",236,94.44444444,57.14285714,100.00%,0.001069069,36.1316391231,mid
677,"[63, 89, 96]",248,94.44444444,57.14285714,100.00%,0.000999212,36.1316461088,mid
678,"[11, 84, 70]",165,94.44444444,57.14285714,100.00%,0.0009408,36.13165195,high
679,"[76, 19, 85, 35]",215,94.44444444,57.14285714,100.00%,0.006104946,36.1311355354,mid
680,"[59, 65, 19, 20, 11]",174,94.44444444,57.14285714,100.00%,0.001000643,36.1316459657,mid
681,"[96, 18, 87, 31, 80, 1, 88, 66, 67, 78]",612,94.44444444,57.14285714,100.00%,0.001539707,36.1315920593,mid
682,"[4, 98, 99]",201,94.44444444,57.14285714,100.00%,0.000997782,36.13164625179999,high
683,[30],30,87.5,19.04761905,50.00%,0.000814676,23.2642042474,low
684,"[51, 83, 95, 50]",279,94.44444444,57.14285714,100.00%,0.001000643,36.1316459657,mid
685,"[45, 49, 74, 44, 73, 47, 10, 88]",430,94.44444444,57.14285714,100.00%,0.000577211,36.1316883089,high
686,"[28, 80, 49, 92, 53, 60, 56, 29, 28, 75]",550,94.44444444,57.14285714,100.00%,0.027911663,36.1289548637,mid
687,[89],89,87.5,19.04761905,50.00%,0.000998735,23.2641858415,low
688,"[3, 20, 75, 86]",184,94.44444444,57.14285714,100.00%,0.000533819,36.13169264809999,high
689,"[66, 28, 32, 45, 67, 60]",298,94.44444444,57.14285714,100.00%,0.000537872,36.13169224279999,high
690,"[94, 41, 43]",178,94.44444444,57.14285714,100.00%,0.000595093,36.13168652069999,high
691,"[15, 25, 52]",92,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
692,"[61, 66, 79, 66, 67, 10, 88, 88]",525,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
693,"[24, 72, 40, 45, 38, 4, 25, 26, 11]",285,94.44444444,57.14285714,100.00%,0.001131058,36.1316329242,mid
694,"[65, 52, 70, 66, 8, 11, 80, 96]",448,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
695,"[54, 28, 17, 26, 52]",177,94.44444444,57.14285714,100.00%,1e-09,36.13174602989999,high
696,[83],83,87.5,19.04761905,50.00%,0.000999451,23.2641857699,low
697,"[54, 83, 65, 52, 100, 100]",454,94.44444444,57.14285714,100.00%,0.001030445,36.1316429855,mid
698,"[8, 34, 50, 90, 24, 29, 50, 93]",378,94.44444444,57.14285714,100.00%,0.000624895,36.13168354049999,high
699,"[39, 32, 4, 96]",171,94.44444444,57.14285714,100.00%,0.000999928,36.13164603719999,mid
700,"[32, 52, 21, 19]",124,94.44444444,57.14285714,100.00%,0.00100112,36.131645918,mid
701,"[-48266886, -614097865, -5110789, -640478494, -96711886, -747526606, -912345589, -13594098, -742312381, -34296444]",-5110789,94.11764706,52.38095238,50.00%,0.000629425,34.587752183499994,mid
702,"[-953502929, -904549241]",-904549241,93.75,52.38095238,50.00%,0.00223732,34.514061981999994,low
703,"[-520565159, -959466346, -980177793, -272659194, -350538085]",-272659194,94.11764706,52.38095238,50.00%,0.00099802,34.587715323999994,mid
704,"[-690025265, -915732978, -455410928, -609823777, -338652868]",-338652868,94.11764706,52.38095238,50.00%,0.002111435,34.58760398249999,low
705,"[-744018823, -709924515, -764060908, -424118474, -318782226, -999815778, -213209133]",-213209133,94.11764706,52.38095238,50.00%,0.00114131,34.587700995,mid
706,"[-966137425, -609576479, -457848575, -911286819, -687678354, -463398195, -465934732]",-457848575,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
707,"[-374573360, -327353129, -405806471, -40708172, -664365610, -73993875, -796367332, -698019213, -857361272]",-40708172,94.11764706,52.38095238,50.00%,0.001000404,34.5877150856,mid
708,"[-357635349, -405488417, -278982110, -573164113, -276756774, -928928328, -221039548, -873422790, -459209990]",-221039548,94.11764706,52.38095238,50.00%,0.000999928,34.58771513319999,mid
709,"[-973382326, -850654120, -434156913]",-434156913,93.75,52.38095238,50.00%,0.001073599,34.5141783541,low
710,"[-234014096, -551036582, -701250947, -879033522]",-234014096,93.33333333,47.61904762,50.00%,1e-09,33.002380951899994,low
711,"[-309638201, -511848659, -136119192, -764571867, -188221655]",-136119192,94.11764706,52.38095238,50.00%,0.00151062,34.587664063999995,mid
712,"[-502414201, -452903024, -441292013, -924952446, -745094838]",-441292013,94.11764706,52.38095238,50.00%,0.000997305,34.5877153955,mid
713,"[-142978833, -398853793, -598285542, -4498468, -524316545, -67891639, -586183388, -994577928, -122584003]",-4498468,94.11764706,52.38095238,50.00%,0.000524998,34.5877626262,mid
